stage,edition,grade,volume,revised_2022,resource_count,resource_ids
小学,闽教版,6,下册,0,1,4037fd57-e8f0-4bfc-a873-898ed20f6266
小学,陕旅版,3,上册,1,3,"c4f9bf45-892e-6352-4e4e-ff53433de436,8fdad58d-3e74-2b36-522b-18a5113c0bd8,7dc03dd6-4d18-c612-b368-8c909c7157ab"
小学,陕旅版,3,下册,1,2,"be8c0003-c9a7-474a-ac1c-f9b41abae273,e649624b-1c81-43b9-be1b-afc6a174f62e"
小学,陕旅版,4,上册,1,2,"3ae6c62c-da37-4a15-81aa-21904714122a,38539973-7b1e-7a22-9b18-4e08efbc5169"
小学,陕旅版,4,下册,1,1,f5f90d3b-da59-4895-aac0-a50d2b0b2315
小学,陕旅版,5,上册,1,2,"005bbac7-615e-4f2e-84ad-19a0923e1b57,d1091104-6dfa-7b34-1aab-3022c371c772"
小学,陕旅版,5,下册,0,1,0d42a7db-b850-4c0d-b505-f26579d2aab3
小学,陕旅版,6,上册,1,2,"ef5a2b52-c4cf-453f-980d-00244fe6a485,ee8d5ed9-f613-9928-42f3-e282497fc32b"
小学,陕旅版,6,下册,0,1,4d2c8c36-d8c4-45dd-8703-fe32dcba0b5d
小学,鲁教湘教版,3,上册,1,2,"6f1f7dbe-ded5-a752-9575-33c6b0a47372,2f82125b-9f17-8415-4576-89799231e916"
小学,鲁教湘教版,3,下册,1,1,9b0609aa-2ecc-4de4-9cf7-c7f6f8fdd5dc
小学,鲁教湘教版,4,上册,1,2,"2b6fb0e1-1a8a-4564-affd-e1320a5854f0,0a19a0f4-9efb-ee29-0008-e59fc3fad214"
小学,鲁教湘教版,4,下册,1,1,43f6e4e8-6d4f-47c1-a656-791845c91814
小学,鲁教湘教版,5,上册,1,1,d4c8600e-ab51-42e4-9a43-c4608dbac129
小学,鲁教湘教版,5,下册,0,1,807a65b0-ab90-4cf2-ad87-178c9a4486d6
小学,鲁教湘教版,6,上册,1,1,43947b19-7889-408e-8c36-f8b0bbe68a87
小学,鲁教湘教版,6,下册,0,1,81b0b85e-c4bc-4b17-9c97-07c257d5805f
小学（五•四学制）,沪教版,3,上册,1,1,319f0cb8-03af-70e7-7c8e-5a2241688ade
小学（五•四学制）,沪教版,4,上册,1,1,3bac9453-ecbd-9133-f0a3-92cb2c6530c5
小学（五•四学制）,沪教版,5,上册,1,1,48dadfac-0bda-3a13-38a3-f3d072aff528
小学（五•四学制）,鲁科版,3,上册,1,3,"7911ca10-c4ba-e4b2-10fe-351af9f13222,5a309d2f-bd77-40ea-2407-86d2cb46c1c7,da5a91cd-0a1d-8879-88d6-1ec8f7a104ad"
小学（五•四学制）,鲁科版,3,下册,1,2,"ddd8b05c-38ec-4fdb-8759-62c3a0f7b457,8b7b834d-6a81-f67e-ce56-446b708b13dc"
小学（五•四学制）,鲁科版,4,上册,1,2,"47e3b1ab-f8f2-4ee1-9067-fc480c55b7bc,116b487a-a51f-4816-b543-c017fd52683c"
小学（五•四学制）,鲁科版,4,下册,1,1,65ab4fe2-acb4-4001-b510-4e5e15022987
小学（五•四学制）,鲁科版,5,上册,1,1,7d5fdeb6-e29e-4965-899c-cade3144ae9c
小学（五•四学制）,鲁科版,5,下册,0,1,1391ae53-2733-4d84-b178-a3b8def79ffd
